2.473238,1.927171,1.153206,1.000000
-1.902922,-1.031355,-2.702053,0.000000
2.276691,2.827183,2.013002,1.000000
2.404051,3.886186,2.174578,1.000000
1.184190,1.922898,2.341152,1.000000
3.307143,0.392517,2.184634,1.000000
-1.656382,-3.763040,-1.675916,0.000000
-2.342715,-2.802277,-2.161286,0.000000
1.009464,1.433702,2.099651,1.000000
-2.808494,-2.501757,-1.084598,0.000000
-2.225776,-1.932472,-3.424748,0.000000
2.656554,1.025318,2.787085,1.000000
2.791032,1.090613,3.402794,1.000000
0.937696,2.473592,1.080576,1.000000
2.813517,0.769136,2.227460,1.000000
-2.309212,-1.668737,-1.024455,0.000000
1.754612,1.246264,1.110486,1.000000
0.831322,3.142823,2.751933,1.000000
-1.178097,-1.912953,-2.299007,0.000000
1.807639,2.301547,1.965288,1.000000
-1.803139,-1.261533,-1.828632,0.000000
2.250493,2.346448,1.319975,1.000000
-1.457440,-2.463418,-2.465730,0.000000
-2.385082,-2.676922,-1.388324,0.000000
-2.544383,-1.889077,-3.150994,0.000000
2.412781,2.822060,3.896793,1.000000
-2.908024,-3.412304,-0.534351,0.000000
2.257550,1.925554,0.081229,1.000000
2.214094,0.754261,2.173181,1.000000
2.513786,2.515048,5.852731,1.000000
0.622331,1.062175,2.515035,1.000000
-2.719844,-2.460639,-0.942878,0.000000
-1.642887,-0.522106,-2.518270,0.000000
0.598149,2.586857,4.190456,1.000000
-1.908239,-3.987569,-2.219672,0.000000
2.259883,2.781823,0.763049,1.000000
-2.035826,-0.435356,-4.619745,0.000000
3.453534,1.735343,4.720169,1.000000
0.485153,1.553485,2.856399,1.000000
-3.057711,-1.177455,-3.220844,0.000000
-1.703880,-1.738945,-1.994887,0.000000
2.058209,0.857030,2.357787,1.000000
2.482472,1.776537,2.714000,1.000000
1.973486,2.060230,4.463242,1.000000
-1.671249,-2.529760,-1.486733,0.000000
1.496524,0.449337,2.068563,1.000000
2.385317,1.116143,2.153725,1.000000
-0.476970,-2.234153,-2.234137,0.000000
3.865775,2.473833,0.808697,1.000000
-3.196207,-1.187474,-0.643760,0.000000
-0.420787,-1.232565,-2.469474,0.000000
-2.645120,-1.638604,-0.461963,0.000000
-2.479174,-2.185659,-3.106335,0.000000
2.625667,1.142842,0.929108,1.000000
-2.115648,-2.301104,-3.478522,0.000000
2.232254,2.293072,1.285649,1.000000
